Date,NE,RSSI_PUCCH(EUCell_Eric)(CRA),Site,Anomaly,Latitude,Longitude,TowerHeight,AntennaHeight,Azimuth,MTilt,ETilt
2025-09-01 02:00:00,KJ0003C,-108.93968841678942,KJ0003,False,35.82695068495374,50.97435998364045,45,26.5,240,0,0
2025-09-01 03:00:00,KJ0002A,-105.30022050464119,KJ0002,False,35.82939014336082,50.984265406933716,45,26.5,0,0,0
2025-09-01 03:00:00,KJ0002B,-104.68896917488055,KJ0002,False,35.83333601757027,50.98186154051004,45,26.5,120,0,Unavailable Ret
2025-09-01 03:00:00,KJ0002C,-105.80193923126014,KJ0002,False,35.821427960497054,50.97011116700572,45,26.5,240,0,4
2025-09-01 03:00:00,KJ0003A,-104.51337583982254,KJ0003,False,35.82818682505327,50.98215844713235,45,26.5,0,0,Unavailable Ret
2025-09-01 03:00:00,KJ0003B,-104.7948752556064,KJ0003,False,35.82425429850324,50.971231884918765,45,26.5,120,0,2
2025-09-01 03:00:00,KJ0003C,-105.87134332540933,KJ0003,False,35.83178827648532,50.98327459042329,45,26.5,240,0,4
2025-09-01 04:00:00,KJ0002A,-105.7415250592977,KJ0002,False,35.82526465658764,50.97739082036717,45,26.5,0,0,2
2025-09-01 04:00:00,KJ0002B,-102.54058566944978,KJ0002,False,35.823596730037316,50.972874384046705,45,26.5,120,0,Unavailable Ret
2025-09-01 04:00:00,KJ0002C,-108.50737389826061,KJ0002,False,35.824981413823295,50.98699132947852,45,26.5,240,0,4
2025-09-01 04:00:00,KJ0003A,-103.58488974639896,KJ0003,False,35.826898347585555,50.979636821826034,45,26.5,0,0,0
2025-09-01 04:00:00,KJ0003B,-107.28686018686417,KJ0003,False,35.83340395304685,50.98500240759129,45,26.5,120,0,0
2025-09-01 04:00:00,KJ0003C,-106.67338706824688,KJ0003,False,35.816919885196604,50.97797069140966,45,26.5,240,0,Unavailable Ret
2025-09-01 05:00:00,KJ0002A,-102.4266466014551,KJ0002,False,35.83273182599847,50.97520006949944,45,26.5,0,0,0
2025-09-01 05:00:00,KJ0002B,-104.81926428064499,KJ0002,False,35.82025264498769,50.98179380241083,45,26.5,120,0,0
2025-09-01 05:00:00,KJ0002C,-104.57813031442551,KJ0002,False,35.81494904261062,50.97905494605155,45,26.5,240,0,0
2025-09-01 05:00:00,KJ0003A,-104.64826032419488,KJ0003,False,35.82450659942718,50.982688720657805,45,26.5,0,0,2
2025-09-01 05:00:00,KJ0003B,-104.26449821548763,KJ0003,False,35.82127405864041,50.979215812434866,45,26.5,120,0,0
2025-09-01 05:00:00,KJ0003C,-105.50249268525678,KJ0003,False,35.82288672342116,50.97013784494218,45,26.5,240,0,2
2025-09-01 06:00:00,KJ0002A,-108.83754243059808,KJ0002,False,35.82050680988755,50.96957773894709,45,26.5,0,0,0
2025-09-01 06:00:00,KJ0002B,-105.05302775089844,KJ0002,False,35.83434229911665,50.97706074026636,45,26.5,120,0,4
2025-09-01 06:00:00,KJ0002C,-104.04449180113295,KJ0002,False,35.81960123781334,50.97173789744182,45,26.5,240,0,Unavailable Ret
2025-09-01 06:00:00,KJ0003A,-105.51805728947778,KJ0003,False,35.82376566329146,50.979897861781424,45,26.5,0,0,4
2025-09-01 06:00:00,KJ0003B,-102.71435437096996,KJ0003,False,35.81956275087985,50.983404326972234,45,26.5,120,0,Unavailable Ret
2025-09-01 06:00:00,KJ0003C,-103.49613393462646,KJ0003,False,35.82421601268892,50.9885084628179,45,26.5,240,0,2
2025-09-01 07:00:00,KJ0002A,-106.9316525056142,KJ0002,False,35.831516049911784,50.97525560129943,45,26.5,0,0,2
2025-09-01 07:00:00,KJ0002B,-105.01658097138551,KJ0002,False,35.828726256135816,50.98600717609627,45,26.5,120,0,Unavailable Ret
2025-09-01 07:00:00,KJ0002C,-108.27169773068692,KJ0002,False,35.82771345580819,50.9723273285801,45,26.5,240,0,0
2025-09-01 07:00:00,KJ0003A,-105.0332449189426,KJ0003,False,35.82276144042175,50.97919502701055,45,26.5,0,0,Unavailable Ret
2025-09-01 07:00:00,KJ0003B,-105.94689966650789,KJ0003,False,35.81707947042481,50.98733387236557,45,26.5,120,0,2
2025-09-01 07:00:00,KJ0003C,-106.94139561621235,KJ0003,False,35.8287256879869,50.973411000435945,45,26.5,240,0,Unavailable Ret
2025-09-01 08:00:00,KJ0002A,-105.21495311186955,KJ0002,False,35.82540301156712,50.97367704581801,45,26.5,0,0,Unavailable Ret
2025-09-01 08:00:00,KJ0002B,-103.05558747251294,KJ0002,False,35.834118387025775,50.98000586907214,45,26.5,120,0,Unavailable Ret
2025-09-01 08:00:00,KJ0002C,-108.5499558764454,KJ0002,False,35.82179419149225,50.9833591135774,45,26.5,240,0,4
2025-09-01 08:00:00,KJ0003A,-103.28841846885052,KJ0003,False,35.83193648583756,50.976930162542445,45,26.5,0,0,0
2025-09-01 08:00:00,KJ0003B,-107.02992242423478,KJ0003,False,35.81804257428189,50.98681108377054,45,26.5,120,0,Unavailable Ret
2025-09-01 08:00:00,KJ0003C,-105.20536558675579,KJ0003,False,35.82642373242873,50.97628565533123,45,26.5,240,0,0
2025-09-01 09:00:00,KJ0002A,-106.11480007008431,KJ0002,False,35.82864790395385,50.98187922519005,45,26.5,0,0,0
2025-09-01 09:00:00,KJ0002B,-108.89817587878574,KJ0002,False,35.81832850505354,50.96920150727231,45,26.5,120,0,2
2025-09-01 09:00:00,KJ0002C,-104.14727493605245,KJ0002,False,35.827802657980946,50.985824468209884,45,26.5,240,0,0
2025-09-01 09:00:00,KJ0003A,-108.10583073077068,KJ0003,False,35.82097121583705,50.979690804611096,45,26.5,0,0,4
2025-09-01 09:00:00,KJ0003B,-109.20420820749986,KJ0003,False,35.81968979286758,50.988300211095044,45,26.5,120,0,0
2025-09-01 09:00:00,KJ0003C,-108.00802759305378,KJ0003,False,35.824544843059186,50.98696197575437,45,26.5,240,0,4
2025-09-01 10:00:00,KJ0002A,-107.47399621624419,KJ0002,False,35.82634807769253,50.978690353876374,45,26.5,0,0,0
2025-09-01 10:00:00,KJ0002B,-104.59293184568537,KJ0002,False,35.81941370536483,50.97882386759769,45,26.5,120,0,Unavailable Ret
2025-09-01 10:00:00,KJ0002C,-107.41603987105995,KJ0002,False,35.81835221358814,50.98764917168705,45,26.5,240,0,0
2025-09-01 10:00:00,KJ0003A,-107.77454363419564,KJ0003,False,35.82040120683593,50.986509880445325,45,26.5,0,0,Unavailable Ret
2025-09-01 10:00:00,KJ0003B,-106.55352475085292,KJ0003,False,35.834082399541785,50.985900189109344,45,26.5,120,0,4
2025-09-01 10:00:00,KJ0003C,-107.64565782531375,KJ0003,False,35.82092394038574,50.972658220623,45,26.5,240,0,0
2025-09-01 11:00:00,KJ0002A,-110.55799801291035,KJ0002,False,35.825946025249166,50.98756309548321,45,26.5,0,0,2
2025-09-01 11:00:00,KJ0002B,-109.73183540975863,KJ0002,False,35.83341033669622,50.97024832261699,45,26.5,120,0,2
2025-09-01 11:00:00,KJ0002C,-108.5894873375954,KJ0002,False,35.832357461438555,50.98365537235508,45,26.5,240,0,0
2025-09-01 11:00:00,KJ0003A,-110.99184537014864,KJ0003,False,35.81754242662884,50.9830182199382,45,26.5,0,0,4
2025-09-01 11:00:00,KJ0003B,-106.89566085457427,KJ0003,False,35.831012267893584,50.9861814463716,45,26.5,120,0,0
2025-09-01 11:00:00,KJ0003C,-109.91371351945645,KJ0003,False,35.81644188360801,50.968943697255476,45,26.5,240,0,Unavailable Ret
2025-09-01 12:00:00,KJ0002A,-108.85821897861366,KJ0002,False,35.82884933754515,50.98475585338872,45,26.5,0,0,Unavailable Ret
2025-09-01 12:00:00,KJ0002B,-107.7288687196388,KJ0002,False,35.83254234297901,50.96939233543747,45,26.5,120,0,2
2025-09-01 12:00:00,KJ0002C,-109.66995440378132,KJ0002,False,35.81552884547593,50.978151960362645,45,26.5,240,0,4
2025-09-01 12:00:00,KJ0003A,-111.71185783565873,KJ0003,False,35.83444681776621,50.98561867004138,45,26.5,0,0,2
2025-09-01 12:00:00,KJ0003B,-110.94386373157887,KJ0003,False,35.81735121025304,50.979284865201095,45,26.5,120,0,0
2025-09-01 12:00:00,KJ0003C,-107.82209880606527,KJ0003,False,35.820240858316396,50.98814503660781,45,26.5,240,0,4
2025-09-01 13:00:00,KJ0002A,-106.51602331072768,KJ0002,False,35.82755859802997,50.983361826674454,45,26.5,0,0,0
2025-09-01 13:00:00,KJ0002B,-107.60726770887155,KJ0002,False,35.834200737342286,50.9831319020836,45,26.5,120,0,4
2025-09-01 13:00:00,KJ0002C,-112.61766815504939,KJ0002,False,35.82358942841411,50.970409127626844,45,26.5,240,0,0
2025-09-01 13:00:00,KJ0003A,-109.58922855592016,KJ0003,False,35.81849667348663,50.970457459332344,45,26.5,0,0,4
2025-09-01 13:00:00,KJ0003B,-112.83773338102611,KJ0003,False,35.818275886401416,50.97196874085342,45,26.5,120,0,2
2025-09-01 13:00:00,KJ0003C,-107.9714917642963,KJ0003,False,35.81960574718315,50.97071746580163,45,26.5,240,0,0
2025-09-01 14:00:00,KJ0002A,-115.02176790867009,KJ0002,False,35.833907305613266,50.983597938333915,45,26.5,0,0,4
2025-09-01 14:00:00,KJ0002B,-110.66427610589045,KJ0002,False,35.82352345797356,50.983440786331236,45,26.5,120,0,4
2025-09-01 14:00:00,KJ0002C,-113.9614828064593,KJ0002,False,35.82996692220929,50.96912786977259,45,26.5,240,0,2
2025-09-01 14:00:00,KJ0003A,-115.05983946652626,KJ0003,False,35.81664598131627,50.97072313976537,45,26.5,0,0,2
2025-09-01 14:00:00,KJ0003B,-111.61236114370755,KJ0003,False,35.824293476581744,50.97079668321302,45,26.5,120,0,Unavailable Ret
2025-09-01 14:00:00,KJ0003C,-110.95073189314132,KJ0003,False,35.83094825954102,50.975766086421785,45,26.5,240,0,2
2025-09-01 15:00:00,KJ0002A,-117.52545704904804,KJ0002,False,35.827127001961045,50.98154187301735,45,26.5,0,0,2
2025-09-01 15:00:00,KJ0002B,-116.13591958911962,KJ0002,False,35.82002787246683,50.96914609080581,45,26.5,120,0,4
2025-09-01 15:00:00,KJ0002C,-111.20920640162282,KJ0002,False,35.82798387263238,50.97209868854163,45,26.5,240,0,Unavailable Ret
2025-09-01 15:00:00,KJ0003A,-113.51506778389357,KJ0003,False,35.833687832091215,50.9877250319425,45,26.5,0,0,Unavailable Ret
2025-09-01 15:00:00,KJ0003B,-112.24120851235865,KJ0003,False,35.82631948355752,50.97660339852413,45,26.5,120,0,Unavailable Ret
2025-09-01 15:00:00,KJ0003C,-113.28334425028469,KJ0003,False,35.81738000706468,50.985064083534716,45,26.5,240,0,4
2025-09-01 16:00:00,KJ0002A,-114.63369720899337,KJ0002,False,35.83403381127648,50.98694701283912,45,26.5,0,0,Unavailable Ret
2025-09-01 16:00:00,KJ0002B,-113.15349260595305,KJ0002,False,35.82028922254642,50.97313178239416,45,26.5,120,0,2
2025-09-01 16:00:00,KJ0002C,-115.30299255102692,KJ0002,False,35.821189512605876,50.98573750621939,45,26.5,240,0,2
2025-09-01 16:00:00,KJ0003A,-113.91493049635076,KJ0003,False,35.821622491389284,50.97405389056472,45,26.5,0,0,4
2025-09-01 16:00:00,KJ0003B,-113.6160960469921,KJ0003,False,35.8273888569356,50.98638944027054,45,26.5,120,0,Unavailable Ret
2025-09-01 16:00:00,KJ0003C,-115.7159462094435,KJ0003,False,35.82316892063431,50.9881916110304,45,26.5,240,0,Unavailable Ret
2025-09-01 17:00:00,KJ0002A,-113.7261551105152,KJ0002,False,35.83094669478535,50.98865010284001,45,26.5,0,0,Unavailable Ret
2025-09-01 17:00:00,KJ0002B,-116.24988504730031,KJ0002,False,35.81736379458845,50.97384032898432,45,26.5,120,0,Unavailable Ret
2025-09-01 17:00:00,KJ0002C,-113.73543436910526,KJ0002,False,35.83197825503686,50.9774198805475,45,26.5,240,0,0
2025-09-01 17:00:00,KJ0003A,-115.23401443631313,KJ0003,False,35.829608175208946,50.973604723048076,45,26.5,0,0,2
2025-09-01 17:00:00,KJ0003B,-114.80533611329889,KJ0003,False,35.831339149322154,50.97524099202061,45,26.5,120,0,4
2025-09-01 17:00:00,KJ0003C,-112.96776096349718,KJ0003,False,35.81680969774324,50.969909705934946,45,26.5,240,0,0
2025-09-01 18:00:00,KJ0002A,-114.35166729502312,KJ0002,False,35.83382214293875,50.980308757762465,45,26.5,0,0,4
2025-09-01 18:00:00,KJ0002B,-115.26028610873537,KJ0002,False,35.8164756882239,50.970674082945166,45,26.5,120,0,Unavailable Ret
2025-09-01 18:00:00,KJ0002C,-112.59015415644285,KJ0002,False,35.82985749058875,50.98467158087451,45,26.5,240,0,0
2025-09-01 18:00:00,KJ0003A,-117.39332093842704,KJ0003,False,35.81707929204035,50.987458582113746,45,26.5,0,0,2
2025-09-01 18:00:00,KJ0003B,-114.84839088361255,KJ0003,False,35.82364061002747,50.98659408365516,45,26.5,120,0,4
2025-09-01 18:00:00,KJ0003C,-116.35432342302423,KJ0003,False,35.828926629677575,50.98821303887948,45,26.5,240,0,0
2025-09-01 19:00:00,KJ0002A,-113.6019464484945,KJ0002,False,35.81683245352246,50.9705221361223,45,26.5,0,0,0
2025-09-01 19:00:00,KJ0002B,-112.11386755524536,KJ0002,False,35.81926152835142,50.976773032039084,45,26.5,120,0,4
2025-09-01 19:00:00,KJ0002C,-115.77170574268199,KJ0002,False,35.816506754281704,50.98857279157002,45,26.5,240,0,Unavailable Ret
2025-09-01 19:00:00,KJ0003A,-114.36552925673007,KJ0003,False,35.83207277043978,50.98644719937277,45,26.5,0,0,0
2025-09-01 19:00:00,KJ0003B,-116.15808401805418,KJ0003,False,35.816480014333976,50.98438293831855,45,26.5,120,0,2
2025-09-01 19:00:00,KJ0003C,-112.109406398949,KJ0003,False,35.82891168728593,50.9738144830886,45,26.5,240,0,4
2025-09-01 20:00:00,KJ0002A,-114.36815943472757,KJ0002,False,35.81503707289535,50.97821321283988,45,26.5,0,0,2
2025-09-01 20:00:00,KJ0002B,-116.33518574819782,KJ0002,False,35.82962947721821,50.98418389706217,45,26.5,120,0,4
2025-09-01 20:00:00,KJ0002C,-111.78785056696037,KJ0002,False,35.82647737530194,50.98808345096949,45,26.5,240,0,4
2025-09-01 20:00:00,KJ0003A,-112.78840081599412,KJ0003,False,35.8243642978176,50.97049782643386,45,26.5,0,0,0
2025-09-01 20:00:00,KJ0003B,-113.88194205530137,KJ0003,False,35.81628593129471,50.97991708568802,45,26.5,120,0,Unavailable Ret
2025-09-01 20:00:00,KJ0003C,-114.30494221735862,KJ0003,False,35.81631869094179,50.972164308638185,45,26.5,240,0,0
2025-09-01 21:00:00,KJ0002A,-114.39941830914948,KJ0002,False,35.82736116160168,50.98052628623846,45,26.5,0,0,Unavailable Ret
2025-09-01 21:00:00,KJ0002B,-109.81559989295887,KJ0002,False,35.82955201411686,50.98714508683338,45,26.5,120,0,2
2025-09-01 21:00:00,KJ0002C,-109.1559280394974,KJ0002,False,35.820357623659625,50.97260242319447,45,26.5,240,0,2
2025-09-01 21:00:00,KJ0003A,-115.15213047664304,KJ0003,False,35.822575367679796,50.973427894914096,45,26.5,0,0,Unavailable Ret
2025-09-01 21:00:00,KJ0003B,-117.36094694006118,KJ0003,False,35.831085900394136,50.98253462345107,45,26.5,120,0,0
2025-09-01 21:00:00,KJ0003C,-112.81058098832213,KJ0003,False,35.81747370250447,50.97036400759198,45,26.5,240,0,2
2025-09-01 22:00:00,KJ0002A,-115.14046641404128,KJ0002,False,35.83346456966708,50.98616127779,45,26.5,0,0,0
2025-09-01 22:00:00,KJ0002B,-108.8370824682913,KJ0002,False,35.81810668522274,50.97706510233171,45,26.5,120,0,2
2025-09-01 22:00:00,KJ0002C,-111.90904495115363,KJ0002,False,35.82242781713262,50.98823828795629,45,26.5,240,0,4
2025-09-01 22:00:00,KJ0003A,-114.69469173713331,KJ0003,False,35.82619162938332,50.9701102365918,45,26.5,0,0,0
2025-09-01 22:00:00,KJ0003B,-115.68885531758873,KJ0003,False,35.815937509933015,50.986134447525096,45,26.5,120,0,0
2025-09-01 22:00:00,KJ0003C,-113.69875004590754,KJ0003,False,35.82549692550059,50.9838382149894,45,26.5,240,0,4
2025-09-01 23:00:00,KJ0002A,-108.26162857964482,KJ0002,False,35.83370531459765,50.98583294781355,45,26.5,0,0,0
2025-09-01 23:00:00,KJ0002B,-110.66917826331671,KJ0002,False,35.81963169664659,50.97294090657013,45,26.5,120,0,0
2025-09-01 23:00:00,KJ0002C,-111.05350396208881,KJ0002,False,35.81938285611007,50.98227401368811,45,26.5,240,0,Unavailable Ret
2025-09-01 23:00:00,KJ0003A,-110.2652175573951,KJ0003,False,35.81574792935582,50.9742134496405,45,26.5,0,0,4
2025-09-01 23:00:00,KJ0003B,-110.80942785334638,KJ0003,False,35.830256367834714,50.97924327002224,45,26.5,120,0,Unavailable Ret
2025-09-01 23:00:00,KJ0003C,-107.19929738325213,KJ0003,False,35.83113771470426,50.9881994753088,45,26.5,240,0,2
2025-09-02 00:00:00,KJ0002A,-110.49792829695815,KJ0002,False,35.81749030456901,50.96941565352626,45,26.5,0,0,4
2025-09-02 00:00:00,KJ0002B,-108.05685809809128,KJ0002,False,35.83050336527889,50.981627227139484,45,26.5,120,0,4
2025-09-02 00:00:00,KJ0002C,-110.8673006535437,KJ0002,False,35.81510089331336,50.97585175117613,45,26.5,240,0,2
2025-09-02 00:00:00,KJ0003A,-110.6846172772488,KJ0003,False,35.82754288643245,50.97993631217084,45,26.5,0,0,4
2025-09-02 00:00:00,KJ0003B,-110.53881366888912,KJ0003,False,35.8250897897832,50.98451306025482,45,26.5,120,0,Unavailable Ret
2025-09-02 00:00:00,KJ0003C,-108.56491548840808,KJ0003,False,35.82076918903084,50.979312045520295,45,26.5,240,0,0
2025-09-02 01:00:00,KJ0002A,-108.73534129175727,KJ0002,False,35.81997488776598,50.978022715124766,45,26.5,0,0,2
2025-09-02 01:00:00,KJ0002B,-107.11309391509474,KJ0002,False,35.82722611368844,50.97578826816451,45,26.5,120,0,2
2025-09-02 01:00:00,KJ0002C,-111.3148437754971,KJ0002,False,35.816327266562176,50.97141759443821,45,26.5,240,0,4
2025-09-02 01:00:00,KJ0003A,-107.36655967682732,KJ0003,False,35.82650532211898,50.97684600977821,45,26.5,0,0,Unavailable Ret
2025-09-02 01:00:00,KJ0003B,-110.90840858418161,KJ0003,False,35.82172334566648,50.98677576819812,45,26.5,120,0,4
2025-09-02 01:00:00,KJ0003C,-107.7305582246408,KJ0003,False,35.825114721097286,50.9883022069854,45,26.5,240,0,0
2025-09-02 02:00:00,KJ0002A,-108.56051523674488,KJ0002,False,35.81835020968553,50.97061405067514,45,26.5,0,0,0
2025-09-02 02:00:00,KJ0002B,-109.0857456645247,KJ0002,False,35.82549847007465,50.975959829685436,45,26.5,120,0,2
2025-09-02 02:00:00,KJ0002C,-107.38505199395141,KJ0002,False,35.82861789657259,50.96962624279682,45,26.5,240,0,0
2025-09-02 02:00:00,KJ0003A,-112.0656049800816,KJ0003,False,35.824432907881125,50.98259569434192,45,26.5,0,0,Unavailable Ret
2025-09-02 02:00:00,KJ0003B,-107.72465609938166,KJ0003,False,35.83093402559586,50.98380519380767,45,26.5,120,0,0
2025-09-02 02:00:00,KJ0003C,-107.94193919906644,KJ0003,False,35.834535139917335,50.979571812919744,45,26.5,240,0,Unavailable Ret
2025-09-02 03:00:00,KJ0002A,-101.71618260726606,KJ0002,False,35.822188272791394,50.97809069432266,45,26.5,0,0,0
2025-09-02 03:00:00,KJ0002B,-107.08591462330165,KJ0002,False,35.81605682725022,50.97179478183812,45,26.5,120,0,4
2025-09-02 03:00:00,KJ0002C,-105.31135216795573,KJ0002,False,35.82504354884231,50.97948226970531,45,26.5,240,0,0
2025-09-02 03:00:00,KJ0003A,-105.84196578498019,KJ0003,False,35.83215429962149,50.97592293341586,45,26.5,0,0,4
2025-09-02 03:00:00,KJ0003B,-108.0854777880257,KJ0003,False,35.82235568326209,50.96924142395555,45,26.5,120,0,0
2025-09-02 03:00:00,KJ0003C,-108.2735498616414,KJ0003,False,35.83162419971756,50.97062408657424,45,26.5,240,0,2
2025-09-02 04:00:00,KJ0002A,-102.29558971093267,KJ0002,False,35.83059342477215,50.97880884397858,45,26.5,0,0,4
2025-09-02 04:00:00,KJ0002B,-103.90659346717891,KJ0002,False,35.826493989694285,50.98357644950789,45,26.5,120,0,4
2025-09-02 04:00:00,KJ0002C,-106.55088209882486,KJ0002,False,35.81736160605591,50.97451551811597,45,26.5,240,0,2
2025-09-02 04:00:00,KJ0003A,-102.50579661515025,KJ0003,False,35.8328029479429,50.98099110444587,45,26.5,0,0,4
2025-09-02 04:00:00,KJ0003B,-108.46700812871609,KJ0003,False,35.81684564945241,50.971897182783685,45,26.5,120,0,4
2025-09-02 04:00:00,KJ0003C,-104.54393450769666,KJ0003,False,35.82456619601617,50.98585635035672,45,26.5,240,0,2
2025-09-02 05:00:00,KJ0002A,-106.82753841059213,KJ0002,False,35.83274530849253,50.97044467491323,45,26.5,0,0,4
2025-09-02 05:00:00,KJ0002B,-106.26070926721835,KJ0002,False,35.81517484962857,50.98277922924733,45,26.5,120,0,Unavailable Ret
2025-09-02 05:00:00,KJ0002C,-105.64826696228748,KJ0002,False,35.834199408665505,50.98615014251788,45,26.5,240,0,2
2025-09-02 05:00:00,KJ0003A,-106.98549819263785,KJ0003,False,35.8343113432589,50.97865497558517,45,26.5,0,0,2
2025-09-02 05:00:00,KJ0003B,-104.11373764929391,KJ0003,False,35.825945257860276,50.980272253789394,45,26.5,120,0,4
2025-09-02 05:00:00,KJ0003C,-104.75536389823638,KJ0003,False,35.831581651174055,50.972941551202986,45,26.5,240,0,2
2025-09-02 06:00:00,KJ0002A,-106.52651831308503,KJ0002,False,35.82496220757369,50.9736881946483,45,26.5,0,0,4
2025-09-02 06:00:00,KJ0002B,-108.60976420132904,KJ0002,False,35.82895460191289,50.984195590028854,45,26.5,120,0,2
2025-09-02 06:00:00,KJ0002C,-107.27828345717977,KJ0002,False,35.824432802037094,50.97949178865103,45,26.5,240,0,0
2025-09-02 06:00:00,KJ0003A,-104.46451466859348,KJ0003,False,35.822194609630195,50.97792535944438,45,26.5,0,0,0
2025-09-02 06:00:00,KJ0003B,-102.98741438157111,KJ0003,False,35.819902813095275,50.98247005444448,45,26.5,120,0,0
2025-09-02 06:00:00,KJ0003C,-106.1537837390463,KJ0003,False,35.817143921282835,50.978303324021034,45,26.5,240,0,2
2025-09-02 07:00:00,KJ0002A,-108.71085724523844,KJ0002,False,35.833400582884956,50.98545238815575,45,26.5,0,0,Unavailable Ret
2025-09-02 07:00:00,KJ0002B,-107.23562900662324,KJ0002,False,35.82298036585872,50.987498761341996,45,26.5,120,0,4
2025-09-02 07:00:00,KJ0002C,-104.99719129360885,KJ0002,False,35.8262994622636,50.985676575535166,45,26.5,240,0,Unavailable Ret
2025-09-02 07:00:00,KJ0003A,-105.48172533933881,KJ0003,False,35.83136881774355,50.983850038495305,45,26.5,0,0,Unavailable Ret
2025-09-02 07:00:00,KJ0003B,-105.80732788985533,KJ0003,False,35.83110149440463,50.98214394441392,45,26.5,120,0,2
2025-09-02 07:00:00,KJ0003C,-105.80848491068734,KJ0003,False,35.83296732260925,50.97516393164593,45,26.5,240,0,2
2025-09-02 08:00:00,KJ0002A,-103.26744513674991,KJ0002,False,35.8235926981714,50.9763788885885,45,26.5,0,0,4
2025-09-02 08:00:00,KJ0002B,-106.48602372712091,KJ0002,False,35.82729203088363,50.97963562123829,45,26.5,120,0,4
2025-09-02 08:00:00,KJ0002C,-108.83037685456486,KJ0002,False,35.83280149146549,50.97651782442746,45,26.5,240,0,2
2025-09-02 08:00:00,KJ0003A,-105.63776614378995,KJ0003,False,35.81614238224782,50.973420507818496,45,26.5,0,0,4
2025-09-02 08:00:00,KJ0003B,-108.62704547263749,KJ0003,False,35.817595441453264,50.984720503785404,45,26.5,120,0,0
2025-09-02 08:00:00,KJ0003C,-103.38236489466394,KJ0003,False,35.824718472528076,50.98366921822278,45,26.5,240,0,4
2025-09-02 09:00:00,KJ0002A,-107.43925614190955,KJ0002,False,35.82104444135591,50.97380978279629,45,26.5,0,0,4
2025-09-02 09:00:00,KJ0002B,-105.65682497670865,KJ0002,False,35.81767255971097,50.972930891863385,45,26.5,120,0,2
2025-09-02 09:00:00,KJ0002C,-105.50650644257448,KJ0002,False,35.821651634974316,50.98526514609344,45,26.5,240,0,4
2025-09-02 09:00:00,KJ0003A,-105.79714188349337,KJ0003,False,35.82238643131114,50.97798000438563,45,26.5,0,0,Unavailable Ret
2025-09-02 09:00:00,KJ0003B,-103.89051616636807,KJ0003,False,35.817808348546976,50.97342502790465,45,26.5,120,0,Unavailable Ret
2025-09-02 09:00:00,KJ0003C,-107.35374121055854,KJ0003,False,35.83024763961196,50.96908406144636,45,26.5,240,0,4
2025-09-02 10:00:00,KJ0002A,-106.6731301935526,KJ0002,False,35.81984598117814,50.97575391987008,45,26.5,0,0,4
2025-09-02 10:00:00,KJ0002B,-103.74640837488387,KJ0002,False,35.83399149589128,50.975690485143566,45,26.5,120,0,2
2025-09-02 10:00:00,KJ0002C,-109.28168668490216,KJ0002,False,35.833755666792236,50.97190702806232,45,26.5,240,0,0
